uuid	odkid	fmid	psu	hhid	age	name	edu1	edu2	edu3	edu4	edu5	edu6	edu7	edu8	edu9	edu10	pid	region	urban	icode	begin_time	dur_edu	corrected_dur_edu	year	month	day	date	start_date	end_date	time	start_time	end_time
20240921	uuid:022062e5-24e1-43e2-b409-b2b0703595e5	3	41110275	4	29		Yes	Completed higher education (BA, MA, or Specialist degree)	Health and welfare	1/1/2019					Yes	3	uuid:022062e5-24e1-43e2-b409-b2b0703595e5/m03_/ed_[3]	Samtskhe–Javakheti	Urban	1203	2024-09-21T16:51:00.000+04:00	2	2	2024	9	21	2024/09/21	2024/09/21	2024/09/21	2024/09/21 19:10:21	2024/09/21 16:49:34	2024/09/21 17:37:16
20240921	uuid:022062e5-24e1-43e2-b409-b2b0703595e5	1	41110275	4	65		Yes	Secondary technical education							Yes	3	uuid:022062e5-24e1-43e2-b409-b2b0703595e5/m03_/ed_[1]	Samtskhe–Javakheti	Urban	1203	2024-09-21T16:51:00.000+04:00	2	2	2024	9	21	2024/09/21	2024/09/21	2024/09/21	2024/09/21 19:10:21	2024/09/21 16:49:34	2024/09/21 17:37:16
20240917	uuid:02248f81-29de-4baa-b7f8-455f8156ca07	1	26270152	6	62		Yes	Secondary technical education							No		uuid:02248f81-29de-4baa-b7f8-455f8156ca07/m03_/ed_[1]	Imereti	Urban	1318	2024-09-17T14:33:00.000+04:00	1	1	2024	9	17	2024/09/17	2024/09/17	2024/09/17	2024/09/17 20:56:38	2024/09/17 14:31:45	2024/09/17 15:14:29
20240917	uuid:02248f81-29de-4baa-b7f8-455f8156ca07	4	26270152	6	7		Yes	Primary education			Yes	Primary education	Public	No	Yes	3	uuid:02248f81-29de-4baa-b7f8-455f8156ca07/m03_/ed_[4]	Imereti	Urban	1318	2024-09-17T14:33:00.000+04:00	1	1	2024	9	17	2024/09/17	2024/09/17	2024/09/17	2024/09/17 20:56:38	2024/09/17 14:31:45	2024/09/17 15:14:29
20240917	uuid:02248f81-29de-4baa-b7f8-455f8156ca07	2	26270152	6	39		Yes	Incomplete secondary education							Yes	3	uuid:02248f81-29de-4baa-b7f8-455f8156ca07/m03_/ed_[2]	Imereti	Urban	1318	2024-09-17T14:33:00.000+04:00	1	1	2024	9	17	2024/09/17	2024/09/17	2024/09/17	2024/09/17 20:56:38	2024/09/17 14:31:45	2024/09/17 15:14:29
20240917	uuid:02248f81-29de-4baa-b7f8-455f8156ca07	3	26270152	6	38		Yes	Completed secondary education							Yes	3	uuid:02248f81-29de-4baa-b7f8-455f8156ca07/m03_/ed_[3]	Imereti	Urban	1318	2024-09-17T14:33:00.000+04:00	1	1	2024	9	17	2024/09/17	2024/09/17	2024/09/17	2024/09/17 20:56:38	2024/09/17 14:31:45	2024/09/17 15:14:29
20240914	uuid:028964ea-7b56-4c16-8068-30be052de07f	1	47240513	2	40		Yes	Secondary technical education							No		uuid:028964ea-7b56-4c16-8068-30be052de07f/m03_/ed_[1]	Shida Kartli Region	Rural	1139	2024-09-14T17:01:00.000+04:00	4	4	2024	9	16	2024/09/16	2024/09/07	2024/09/14	2024/09/16 22:16:10	2024/09/07 17:04:29	2024/09/14 17:47:07
20240914	uuid:028964ea-7b56-4c16-8068-30be052de07f	6	47240513	2	74		Yes	Completed secondary education							No		uuid:028964ea-7b56-4c16-8068-30be052de07f/m03_/ed_[6]	Shida Kartli Region	Rural	1139	2024-09-14T17:01:00.000+04:00	4	4	2024	9	16	2024/09/16	2024/09/07	2024/09/14	2024/09/16 22:16:10	2024/09/07 17:04:29	2024/09/14 17:47:07
20240914	uuid:028964ea-7b56-4c16-8068-30be052de07f	4	47240513	2	16		Yes	Primary education			Yes	Primary education	Public	No	No		uuid:028964ea-7b56-4c16-8068-30be052de07f/m03_/ed_[4]	Shida Kartli Region	Rural	1139	2024-09-14T17:01:00.000+04:00	4	4	2024	9	16	2024/09/16	2024/09/07	2024/09/14	2024/09/16 22:16:10	2024/09/07 17:04:29	2024/09/14 17:47:07
20240914	uuid:028964ea-7b56-4c16-8068-30be052de07f	2	47240513	2	50		Yes	Secondary technical education							No		uuid:028964ea-7b56-4c16-8068-30be052de07f/m03_/ed_[2]	Shida Kartli Region	Rural	1139	2024-09-14T17:01:00.000+04:00	4	4	2024	9	16	2024/09/16	2024/09/07	2024/09/14	2024/09/16 22:16:10	2024/09/07 17:04:29	2024/09/14 17:47:07
20240914	uuid:028964ea-7b56-4c16-8068-30be052de07f	3	47240513	2	17		Yes	Incomplete secondary education			Yes	Primary education	Public	No	No		uuid:028964ea-7b56-4c16-8068-30be052de07f/m03_/ed_[3]	Shida Kartli Region	Rural	1139	2024-09-14T17:01:00.000+04:00	4	4	2024	9	16	2024/09/16	2024/09/07	2024/09/14	2024/09/16 22:16:10	2024/09/07 17:04:29	2024/09/14 17:47:07
20240914	uuid:028964ea-7b56-4c16-8068-30be052de07f	7	47240513	2	72		Yes	Completed secondary education							No		uuid:028964ea-7b56-4c16-8068-30be052de07f/m03_/ed_[7]	Shida Kartli Region	Rural	1139	2024-09-14T17:01:00.000+04:00	4	4	2024	9	16	2024/09/16	2024/09/07	2024/09/14	2024/09/16 22:16:10	2024/09/07 17:04:29	2024/09/14 17:47:07
20240914	uuid:028964ea-7b56-4c16-8068-30be052de07f	8	47240513	2	44		Yes	Completed secondary education							No		uuid:028964ea-7b56-4c16-8068-30be052de07f/m03_/ed_[8]	Shida Kartli Region	Rural	1139	2024-09-14T17:01:00.000+04:00	4	4	2024	9	16	2024/09/16	2024/09/07	2024/09/14	2024/09/16 22:16:10	2024/09/07 17:04:29	2024/09/14 17:47:07
20240914	uuid:028964ea-7b56-4c16-8068-30be052de07f	5	47240513	2	10		Yes	Preschool/kindergarten			Yes	Primary education	Public	No	No		uuid:028964ea-7b56-4c16-8068-30be052de07f/m03_/ed_[5]	Shida Kartli Region	Rural	1139	2024-09-14T17:01:00.000+04:00	4	4	2024	9	16	2024/09/16	2024/09/07	2024/09/14	2024/09/16 22:16:10	2024/09/07 17:04:29	2024/09/14 17:47:07
20240919	uuid:03262988-f783-407b-88ce-225e5e039a4f	4	38340256	3	7		Yes	No schooling			Yes	Preschool/kindergarten	Public	No	Yes	3	uuid:03262988-f783-407b-88ce-225e5e039a4f/m03_/ed_[4]	Samegrelo-Zemo Svaneti	Rural	1513	2024-09-19T10:57:00.000+04:00	1	1	2024	9	19	2024/09/19	2024/09/19	2024/09/19	2024/09/19 21:28:14	2024/09/19 10:55:24	2024/09/19 12:36:07
20240919	uuid:03262988-f783-407b-88ce-225e5e039a4f	2	38340256	3	27		Yes	Completed secondary education							Yes	3	uuid:03262988-f783-407b-88ce-225e5e039a4f/m03_/ed_[2]	Samegrelo-Zemo Svaneti	Rural	1513	2024-09-19T10:57:00.000+04:00	1	1	2024	9	19	2024/09/19	2024/09/19	2024/09/19	2024/09/19 21:28:14	2024/09/19 10:55:24	2024/09/19 12:36:07
20240919	uuid:03262988-f783-407b-88ce-225e5e039a4f	1	38340256	3	65		Yes	Secondary technical education							No		uuid:03262988-f783-407b-88ce-225e5e039a4f/m03_/ed_[1]	Samegrelo-Zemo Svaneti	Rural	1513	2024-09-19T10:57:00.000+04:00	1	1	2024	9	19	2024/09/19	2024/09/19	2024/09/19	2024/09/19 21:28:14	2024/09/19 10:55:24	2024/09/19 12:36:07
20240919	uuid:03262988-f783-407b-88ce-225e5e039a4f	3	38340256	3	23		Yes	Completed secondary education			No				No		uuid:03262988-f783-407b-88ce-225e5e039a4f/m03_/ed_[3]	Samegrelo-Zemo Svaneti	Rural	1513	2024-09-19T10:57:00.000+04:00	1	1	2024	9	19	2024/09/19	2024/09/19	2024/09/19	2024/09/19 21:28:14	2024/09/19 10:55:24	2024/09/19 12:36:07
20240919	uuid:03262988-f783-407b-88ce-225e5e039a4f	5	38340256	3	3		No										uuid:03262988-f783-407b-88ce-225e5e039a4f/m03_/ed_[5]	Samegrelo-Zemo Svaneti	Rural	1513	2024-09-19T10:57:00.000+04:00	1	1	2024	9	19	2024/09/19	2024/09/19	2024/09/19	2024/09/19 21:28:14	2024/09/19 10:55:24	2024/09/19 12:36:07
20241010	uuid:036ac3f7-3d26-4e47-a5f8-e961142c8fe1	4	26110435	11	10		Yes	Primary education			Yes	Primary education	Public	Yes	Yes	3	uuid:036ac3f7-3d26-4e47-a5f8-e961142c8fe1/m03_/ed_[4]	Imereti	Urban	1307	2024-10-10T15:14:00.000+04:00	2	2	2024	10	10	2024/10/10	2024/10/10	2024/10/10	2024/10/10 19:40:01	2024/10/10 15:12:51	2024/10/10 15:51:48
20241010	uuid:036ac3f7-3d26-4e47-a5f8-e961142c8fe1	5	26110435	11	9		Yes	Preschool/kindergarten			Yes	Primary education	Public	Yes	Yes	3	uuid:036ac3f7-3d26-4e47-a5f8-e961142c8fe1/m03_/ed_[5]	Imereti	Urban	1307	2024-10-10T15:14:00.000+04:00	2	2	2024	10	10	2024/10/10	2024/10/10	2024/10/10	2024/10/10 19:40:01	2024/10/10 15:12:51	2024/10/10 15:51:48
20241010	uuid:036ac3f7-3d26-4e47-a5f8-e961142c8fe1	2	26110435	11	36		Yes	Completed secondary education							Don't know		uuid:036ac3f7-3d26-4e47-a5f8-e961142c8fe1/m03_/ed_[2]	Imereti	Urban	1307	2024-10-10T15:14:00.000+04:00	2	2	2024	10	10	2024/10/10	2024/10/10	2024/10/10	2024/10/10 19:40:01	2024/10/10 15:12:51	2024/10/10 15:51:48
